,type_Fleiss_kappa
458,0.4761904761904756
1224,0.4761904761904756
800,0.8447971781305117
298,0.7879518072289154
333,0.5343915343915343
1346,0.5343915343915343
1167,1.0
1280,1.0
1125,1.0
765,1.0
1089,0.6422764227642284
12,0.6422764227642284
1180,1.0
862,0.4761904761904756
1271,0.4761904761904756
863,1.0
921,0.6549019607843138
418,0.4761904761904756
1091,0.6422764227642284
941,0.4761904761904756
908,0.4500000000000002
1023,0.6422764227642284
305,1.0
985,1.0
1095,1.0
1152,1.0
558,1.0
818,0.7879518072289154
284,0.7879518072289154
981,0.7250000000000004
390,0.5487179487179483
1267,0.4761904761904756
1164,0.5343915343915343
384,0.8447971781305117
1372,1.0
469,0.8447971781305117
636,0.6286919831223625
1035,0.6422764227642284
673,-0.03529411764706031
278,0.36385542168674545
929,1.0
1082,-0.03529411764706031
1294,0.5343915343915343
110,1.0
700,0.4761904761904756
681,-0.047619047619050114
1371,-0.047619047619050114
795,0.5343915343915343
938,0.8447971781305117
1289,0.8447971781305117
830,0.6422764227642284
905,0.6422764227642284
1384,0.6422764227642284
1248,0.36385542168674545
250,0.4761904761904756
242,-0.023255813953487674
519,0.36385542168674545
1401,1.0
705,1.0
476,0.6422764227642284
487,1.0
833,0.7250000000000004
88,0.7250000000000004
763,0.7879518072289154
1364,0.4761904761904756
736,1.0
799,0.7879518072289154
1131,1.0
459,1.0
902,0.4761904761904756
621,1.0
696,0.8447971781305117
191,0.8447971781305117
4,1.0
37,0.36385542168674545
41,0.6549019607843138
123,1.0
190,0.7879518072289154
209,1.0
230,0.4761904761904756
232,-0.023255813953487674
237,1.0
277,-0.03529411764706031
295,-0.03529411764706031
303,0.6549019607843138
306,0.6549019607843138
330,0.6549019607843138
334,-0.07317073170731564
346,1.0
362,0.4761904761904756
364,-0.03529411764706031
373,0.4761904761904756
430,0.36385542168674545
431,1.0
437,0.4761904761904756
470,1.0
541,1.0
544,0.36385542168674545
626,0.6422764227642284
632,0.4761904761904756
637,0.36385542168674545
650,-0.03529411764706031
655,0.6549019607843138
657,0.4761904761904756
661,-0.047619047619050114
670,-0.047619047619050114
677,0.4761904761904756
678,-0.03529411764706031
690,-0.03529411764706031
695,0.4761904761904756
732,0.4761904761904756
744,0.6422764227642284
756,1.0
779,0.4761904761904756
785,-0.03529411764706031
804,0.6422764227642284
811,0.6422764227642284
1282,-0.047619047619050114
829,0.36385542168674545
846,0.6422764227642284
860,0.8447971781305117
865,1.0
918,1.0
922,0.6549019607843138
940,0.7879518072289154
945,0.4761904761904756
947,1.0
960,0.6549019607843138
986,0.5343915343915343
991,0.6549019607843138
996,0.6549019607843138
999,-0.03529411764706031
1002,0.6549019607843138
1009,0.6549019607843138
1011,-0.03529411764706031
1036,0.4761904761904756
1047,0.36385542168674545
1051,0.8447971781305117
1054,-0.023255813953487674
1056,0.4761904761904756
1061,-0.03529411764706031
1084,0.6549019607843138
1094,0.6549019607843138
1097,0.6422764227642284
1106,0.6549019607843138
1132,0.4761904761904756
1155,-0.023255813953487674
1162,0.6549019607843138
1187,0.7879518072289154
1188,0.6549019607843138
1200,0.6549019607843138
1211,-0.03529411764706031
1230,-0.023255813953487674
1233,0.4761904761904756
1252,-0.047619047619050114
1256,0.6549019607843138
1264,0.4761904761904756
1265,0.4761904761904756
1272,0.4761904761904756
1279,0.7879518072289154
1284,-0.03529411764706031
1314,0.7879518072289154
1315,0.4761904761904756
1327,1.0
1335,0.6549019607843138
1355,-0.03529411764706031
1357,0.36385542168674545
1365,0.28455284552845594
1366,0.4761904761904756
1378,-0.047619047619050114
1379,-0.047619047619050114
1390,-0.03529411764706031
1393,-0.03529411764706031
1404,1.0
1407,0.4761904761904756
1408,0.6422764227642284
1412,0.4761904761904756
1413,1.0
1416,1.0
1425,-0.023255813953487674
1426,-0.023255813953487674
1427,1.0
1429,-0.023255813953487674
1430,-0.023255813953487674
1431,1.0
1432,1.0
1435,0.6549019607843138
1437,1.0
1439,0.6549019607843138
1454,1.0
1455,1.0
1463,1.0
1466,1.0
1478,0.4761904761904756
1479,0.6549019607843138
1482,1.0
1483,1.0
1484,1.0
1485,0.7879518072289154
1486,0.5343915343915343
1490,1.0
1493,1.0
1504,0.6549019607843138
1511,1.0
1512,0.17500000000000063
1517,1.0
1518,1.0
1523,0.36385542168674545
1524,1.0
1526,0.28455284552845594
1542,1.0
1547,0.6549019607843138
1548,1.0
1551,1.0
1552,-0.023255813953487674
1555,-0.023255813953487674
1556,-0.023255813953487674
1557,1.0
1558,-0.023255813953487674
1560,0.6422764227642284
1565,1.0
1566,-0.023255813953487674
1568,0.17500000000000063
1571,1.0
1572,1.0
1573,1.0
1574,1.0
1578,1.0
1583,1.0
1584,1.0
1586,1.0
1587,1.0
1588,1.0
1593,1.0
1594,1.0
1595,1.0
1596,1.0
1599,1.0
1600,0.7879518072289154
1608,1.0
1611,1.0
1612,1.0
1619,1.0
1620,1.0
1628,1.0
1629,1.0
1630,0.6549019607843138
1631,1.0
1632,-0.023255813953487674
1634,1.0
1635,1.0
1637,0.4761904761904756
1638,0.4761904761904756
1639,-0.03529411764706031
1640,0.7879518072289154
1642,0.6549019607843138
1643,1.0
1644,-0.023255813953487674
1645,1.0
1646,1.0
1647,0.6549019607843138
1648,0.6549019607843138
1651,0.36385542168674545
1652,1.0
1653,1.0
1657,1.0
1658,1.0
1661,0.6549019607843138
1662,-0.03529411764706031
1663,0.7879518072289154
1667,0.6549019607843138
1668,0.6549019607843138
1677,1.0
1678,1.0
1683,0.6549019607843138
1684,0.6549019607843138
1687,-0.03529411764706031
1688,1.0
1689,0.6549019607843138
1690,0.4761904761904756
1695,1.0
1696,0.6422764227642284
1703,0.4761904761904756
1704,1.0
1709,-0.023255813953487674
1714,-0.047619047619050114
1715,1.0
1716,1.0
1717,0.6549019607843138
1721,0.6549019607843138
1722,0.4761904761904756
1723,1.0
1724,1.0
1725,1.0
1727,1.0
1728,0.6549019607843138
1729,0.6549019607843138
1730,0.4761904761904756
1731,0.6549019607843138
1732,1.0
1733,1.0
1734,1.0
1737,0.8447971781305117
1738,0.7879518072289154
1739,0.8447971781305117
1740,1.0
1741,0.6422764227642284
1744,0.6549019607843138
1749,0.0974358974358973
1750,0.6422764227642284
1754,1.0
1755,1.0
1756,0.7250000000000004
1767,-0.03529411764706031
1768,0.36385542168674545
1769,0.4761904761904756
1772,-0.023255813953487674
1773,-0.023255813953487674
1775,0.4761904761904756
1776,0.5343915343915343
1777,1.0
1778,1.0
1779,0.7879518072289154
1780,0.3811533052039379
1781,1.0
1782,1.0
1783,1.0
1786,1.0
1791,0.6549019607843138
1793,0.36385542168674545
1794,1.0
1795,1.0
1798,1.0
1799,1.0
1801,1.0
1802,1.0
1803,-0.023255813953487674
1806,-0.047619047619050114
1821,1.0
1835,1.0
1836,0.4761904761904756
1845,0.6422764227642284
1849,0.6422764227642284
1850,0.6422764227642284
1851,0.6549019607843138
1852,1.0
1853,1.0
1854,1.0
1855,0.7879518072289154
1856,0.7879518072289154
1859,1.0
1861,1.0
1862,0.7879518072289154
1867,0.6549019607843138
1868,1.0
1874,-0.023255813953487674
1878,1.0
1879,0.6549019607843138
1880,0.4761904761904756
1881,1.0
1882,1.0
1883,1.0
1884,1.0
1887,1.0
1888,0.7879518072289154
1889,-0.086419753086419
1890,0.7879518072289154
1893,1.0
1894,1.0
1895,0.36385542168674545
1897,0.6422764227642284
1898,0.6422764227642284
1899,1.0
1900,1.0
1901,0.5343915343915343
1902,0.5343915343915343
1905,0.7879518072289154
1906,0.7879518072289154
1907,0.6422764227642284
1908,1.0
1909,1.0
1910,1.0
1911,0.28455284552845594
1912,0.6422764227642284
1913,0.28455284552845594
1914,1.0
1915,0.7879518072289154
1916,0.4761904761904756
1917,1.0
1918,1.0
1920,0.4761904761904756
1921,0.22398589065255764
1922,0.8447971781305117
1925,0.28455284552845594
1926,0.4761904761904756
1929,0.7879518072289154
1930,0.4761904761904756
1931,0.36385542168674545
1934,0.4761904761904756
1935,0.4761904761904756
1939,1.0
1942,1.0
1944,-0.03529411764706031
1945,0.4761904761904756
1946,0.36385542168674545
1947,0.36385542168674545
1948,1.0
1949,1.0
1950,1.0
1951,0.6549019607843138
1952,1.0
1953,0.36385542168674545
1954,0.6422764227642284
1956,0.36385542168674545
1957,-0.023255813953487674
1959,0.36385542168674545
1967,1.0
1968,1.0
1969,1.0
1970,1.0
1978,0.6549019607843138
1984,1.0
1985,0.7879518072289154
1986,0.6549019607843138
1987,0.6549019607843138
1988,0.36385542168674545
1989,0.36385542168674545
1996,0.36385542168674545
1997,0.4761904761904756
2002,1.0
2003,0.36385542168674545
2004,1.0
2005,0.7879518072289154
2007,0.28455284552845594
2009,0.28455284552845594
2014,-0.03529411764706031
2015,0.6549019607843138
2019,1.0
2024,1.0
2025,1.0
2026,1.0
2027,1.0
2028,1.0
2029,1.0
2030,0.7879518072289154
2031,-0.060240963855423595
2034,0.6549019607843138
2036,0.36385542168674545
2037,0.28455284552845594
2038,1.0
2039,1.0
2040,0.36385542168674545
2041,1.0
2046,1.0
2047,1.0
2048,1.0
2049,0.4761904761904756
2050,1.0
2051,0.4761904761904756
2057,1.0
2058,1.0
2059,1.0
2063,1.0
2064,1.0
2065,0.4761904761904756
2066,1.0
2067,1.0
2068,1.0
2069,0.28455284552845594
2070,0.36385542168674545
2071,0.36385542168674545
2072,-0.060240963855423595
2077,0.6422764227642284
2082,1.0
2089,0.4761904761904756
2090,0.4761904761904756
2091,0.8447971781305117
2092,1.0
2093,1.0
2094,1.0
2095,1.0
2096,1.0
2097,0.6549019607843138
2098,1.0
2100,0.6549019607843138
2102,1.0
2104,1.0
2113,1.0
2114,1.0
2119,1.0
2120,1.0
2127,0.6549019607843138
2128,0.28455284552845594
2139,1.0
2140,1.0
2141,1.0
2142,1.0
2143,-0.023255813953487674
2144,0.4761904761904756
2145,1.0
2146,0.4761904761904756
2147,0.4761904761904756
2148,0.6422764227642284
2149,-0.060240963855423595
2150,0.4761904761904756
2152,0.36385542168674545
2163,1.0
2164,1.0
2168,1.0
2170,1.0
2171,0.4761904761904756
2172,0.4761904761904756
2173,0.8447971781305117
2174,1.0
2175,0.7879518072289154
2176,1.0
2177,1.0
2178,0.4761904761904756
2181,0.4761904761904756
2182,0.6422764227642284
2185,0.6549019607843138
2186,1.0
2189,0.36385542168674545
2190,1.0
2191,0.6549019607843138
2192,-0.03529411764706031
2205,-0.03529411764706031
2206,0.4761904761904756
2207,1.0
2208,-0.047619047619050114
2209,0.22398589065255764
2210,0.7250000000000004
2217,1.0
2218,1.0
2219,0.4761904761904756
2220,0.4761904761904756
2222,-0.023255813953487674
2223,0.6422764227642284
2224,0.6422764227642284
2227,0.4761904761904756
2228,0.8762306610407877
2229,1.0
2230,0.7879518072289154
2231,0.7250000000000004
2232,0.4500000000000002
2237,1.0
2245,1.0
2248,1.0
2250,0.4761904761904756
2251,0.6422764227642284
2252,1.0
2253,1.0
2254,1.0
2255,0.4761904761904756
2256,1.0
2257,0.4761904761904756
2258,1.0
2259,1.0
2260,-0.07317073170731564
2261,1.0
2263,1.0
2264,1.0
2265,1.0
2266,1.0
2267,1.0
2270,1.0
2283,1.0
2285,1.0
2286,0.36385542168674545
2287,0.36385542168674545
633,-0.023255813953487674
1130,-0.011494252873565376
average,0.6698255456264022
