,sql_id,username,record_id,code
0,1404,tianyi,2a278125-6a83-47c2-b2b8-64556ec7ee8c,F4
1,1404,tianyi,2a278125-6a83-47c2-b2b8-64556ec7ee8c,BL1
2,1407,tianyi,6cff1386-59ad-4a2a-886b-c8eef90af993,L4
3,1407,tianyi,6cff1386-59ad-4a2a-886b-c8eef90af993,CM6
4,1408,tianyi,4253e6ef-1545-4ad4-b4be-0e9b4a74151f,BE5
5,1408,tianyi,4253e6ef-1545-4ad4-b4be-0e9b4a74151f,F4
6,1408,tianyi,4253e6ef-1545-4ad4-b4be-0e9b4a74151f,BL1
7,1412,tianyi,b95871db-2f46-4769-bad3-1e5d2e7d8525,F4
8,1412,tianyi,b95871db-2f46-4769-bad3-1e5d2e7d8525,E1
9,1412,tianyi,b95871db-2f46-4769-bad3-1e5d2e7d8525,L5
10,1412,tianyi,b95871db-2f46-4769-bad3-1e5d2e7d8525,AN2
11,1413,tianyi,a0f07eae-7570-42d2-83c1-0a4d69f7b03a,BE5
12,1413,tianyi,a0f07eae-7570-42d2-83c1-0a4d69f7b03a,L5
13,1413,tianyi,a0f07eae-7570-42d2-83c1-0a4d69f7b03a,CE2
14,1413,tianyi,a0f07eae-7570-42d2-83c1-0a4d69f7b03a,F3
15,1416,tianyi,781b7f55-7941-4c37-a9ae-387dd9715bab,BF4
16,1425,tianyi,bf209ff1-22b8-405d-9bb4-41395c16af4a,D1c
17,1427,tianyi,63e8a78e-b713-4192-8052-e7ce548cbf11,K2
18,1429,tianyi,b00505ae-af15-4875-b26f-39ea315d7b0b,D1c
19,1430,tianyi,27bd46cb-af34-43d1-8bd8-ac0771296eaf,K2
20,1431,tianyi,a928e5cb-ad4b-415c-9002-0cbeb50fbe38,P1
21,1431,tianyi,a928e5cb-ad4b-415c-9002-0cbeb50fbe38,D1
22,1432,tianyi,5bf30ea2-0f26-446a-b41f-5b35037bf037,F4
23,1432,tianyi,5bf30ea2-0f26-446a-b41f-5b35037bf037,E1
24,1432,tianyi,5bf30ea2-0f26-446a-b41f-5b35037bf037,L5
25,1432,tianyi,5bf30ea2-0f26-446a-b41f-5b35037bf037,CM6
26,1432,tianyi,5bf30ea2-0f26-446a-b41f-5b35037bf037,O1
27,1432,tianyi,5bf30ea2-0f26-446a-b41f-5b35037bf037,K2
28,1435,tianyi,5647c850-4ee6-4176-9069-8429ac0ac3c2,CE2
29,1437,tianyi,49c674ac-053e-4b29-a033-250ae19d010d,CE2
30,1439,tianyi,0d573667-fe0e-426e-b3bb-36c9ff501ebf,F3
31,1439,tianyi,0d573667-fe0e-426e-b3bb-36c9ff501ebf,CM4
