id,type_Krippendroffis_alpha
1402.0,0.3710843373493976
1191.0,0.646341463414634
283.0,0.4821428571428572
1168.0,0.646341463414634
583.0,0.646341463414634
1281.0,0.646341463414634
669.0,0.2926829268292682
107.0,0.4821428571428572
1022.0,1.0
1065.0,0.4821428571428572
680.0,0.3710843373493976
623.0,0.4821428571428572
1237.0,0.4821428571428572
1206.0,-0.02352941176470602
1227.0,0.6588235294117647
1007.0,1.0
726.0,0.646341463414634
734.0,1.0
772.0,-0.03571428571428559
816.0,1.0
1358.0,1.0
441.0,0.5396825396825398
611.0,0.4821428571428572
1361.0,0.7903614457831325
638.0,1.0
1111.0,0.4821428571428572
975.0,0.6588235294117647
1150.0,0.646341463414634
1354.0,0.8465608465608465
1292.0,1.0
193.0,1.0
1090.0,1.0
942.0,1.0
1161.0,0.6329113924050633
1199.0,0.6329113924050633
1066.0,1.0
1151.0,1.0
899.0,1.0
854.0,0.7903614457831325
780.0,0.3710843373493976
1290.0,0.2926829268292682
1149.0,1.0
229.0,0.8776371308016877
656.0,0.7903614457831325
713.0,0.4821428571428572
280.0,0.4821428571428572
1069.0,0.3710843373493976
592.0,-0.02352941176470602
675.0,0.3710843373493976
967.0,0.4821428571428572
414.0,0.2328042328042329
668.0,-0.02352941176470602
649.0,1.0
906.0,0.7903614457831325
698.0,1.0
317.0,1.0
757.0,0.646341463414634
761.0,0.646341463414634
851.0,0.7903614457831325
1059.0,-0.02352941176470602
1046.0,0.646341463414634
1324.0,0.7903614457831325
391.0,0.646341463414634
1010.0,1.0
762.0,1.0
1246.0,-0.011627906976744207
1068.0,0.4821428571428572
625.0,1.0
1057.0,0.4821428571428572
992.0,0.3710843373493976
5.0,0.7903614457831325
1173.0,1.0
1174.0,1.0
821.0,0.646341463414634
711.0,0.646341463414634
1158.0,1.0
1157.0,1.0
1004.0,1.0
1145.0,0.4821428571428572
866.0,0.4821428571428572
304.0,0.4821428571428572
240.0,0.4821428571428572
279.0,1.0
1234.0,0.7903614457831325
631.0,0.6588235294117647
643.0,0.646341463414634
1334.0,-0.03571428571428559
1231.0,0.4821428571428572
1283.0,0.8465608465608465
834.0,0.38818565400843885
648.0,0.2328042328042329
858.0,0.2926829268292682
1156.0,0.6588235294117647
557.0,0.6588235294117647
1042.0,0.4821428571428572
1348.0,1.0
561.0,0.7903614457831325
6.0,0.7903614457831325
1055.0,1.0
1038.0,0.7903614457831325
841.0,0.7903614457831325
1163.0,1.0
953.0,1.0
1179.0,1.0
1221.0,0.5396825396825398
1182.0,0.4821428571428572
823.0,0.646341463414634
653.0,0.5396825396825398
423.0,1.0
622.0,1.0
822.0,0.7903614457831325
1060.0,0.3710843373493976
231.0,0.4821428571428572
1039.0,0.4821428571428572
916.0,-0.02352941176470602
1107.0,0.6588235294117647
893.0,0.7903614457831325
1403.0,0.8972845336481701
1293.0,1.0
907.0,1.0
1014.0,1.0
742.0,1.0
718.0,1.0
224.0,0.646341463414634
389.0,1.0
966.0,0.7769230769230769
560.0,0.646341463414634
639.0,-0.011627906976744207
733.0,0.7903614457831325
543.0,0.8465608465608465
216.0,0.8465608465608465
954.0,0.8776371308016877
770.0,1.0
458.0,0.4821428571428572
1224.0,0.4821428571428572
800.0,0.8465608465608465
298.0,0.7903614457831325
333.0,0.5396825396825398
1346.0,0.5396825396825398
1167.0,1.0
1280.0,1.0
1125.0,1.0
765.0,1.0
1089.0,0.646341463414634
12.0,0.646341463414634
1180.0,1.0
862.0,0.4821428571428572
1271.0,0.4821428571428572
863.0,1.0
921.0,0.6588235294117647
418.0,0.4821428571428572
1091.0,0.646341463414634
941.0,0.4821428571428572
908.0,0.45625000000000004
1023.0,0.646341463414634
305.0,1.0
985.0,1.0
1095.0,1.0
1152.0,1.0
558.0,1.0
818.0,0.7903614457831325
284.0,0.7903614457831325
981.0,0.728125
390.0,0.5538461538461539
1267.0,0.4821428571428572
1164.0,0.5396825396825398
384.0,0.8465608465608465
1372.0,1.0
469.0,0.8465608465608465
636.0,0.6329113924050633
1035.0,0.646341463414634
673.0,-0.02352941176470602
278.0,0.3710843373493976
929.0,1.0
1082.0,-0.02352941176470602
1294.0,0.5396825396825398
110.0,1.0
700.0,0.4821428571428572
681.0,-0.03571428571428559
1371.0,-0.03571428571428559
795.0,0.5396825396825398
938.0,0.8465608465608465
1289.0,0.8465608465608465
830.0,0.646341463414634
905.0,0.646341463414634
1384.0,0.646341463414634
1248.0,0.3710843373493976
250.0,0.4821428571428572
242.0,-0.011627906976744207
519.0,0.3710843373493976
1401.0,1.0
705.0,1.0
476.0,0.646341463414634
487.0,1.0
833.0,0.728125
88.0,0.728125
763.0,0.7903614457831325
1364.0,0.4821428571428572
736.0,1.0
799.0,0.7903614457831325
1131.0,1.0
459.0,1.0
902.0,0.4821428571428572
621.0,1.0
696.0,0.8465608465608465
191.0,0.8465608465608465
4.0,1.0
37.0,0.3710843373493976
41.0,0.6588235294117647
123.0,1.0
190.0,0.7903614457831325
209.0,1.0
230.0,0.4821428571428572
232.0,-0.011627906976744207
237.0,1.0
277.0,-0.02352941176470602
295.0,-0.02352941176470602
303.0,0.6588235294117647
306.0,0.6588235294117647
330.0,0.6588235294117647
334.0,-0.060975609756097615
346.0,1.0
362.0,0.4821428571428572
364.0,-0.02352941176470602
373.0,0.4821428571428572
430.0,0.3710843373493976
431.0,1.0
437.0,0.4821428571428572
470.0,1.0
541.0,1.0
544.0,0.3710843373493976
626.0,0.646341463414634
632.0,0.4821428571428572
637.0,0.3710843373493976
650.0,-0.02352941176470602
655.0,0.6588235294117647
657.0,0.4821428571428572
661.0,-0.03571428571428559
670.0,-0.03571428571428559
677.0,0.4821428571428572
678.0,-0.02352941176470602
690.0,-0.02352941176470602
695.0,0.4821428571428572
732.0,0.4821428571428572
744.0,0.646341463414634
756.0,1.0
779.0,0.4821428571428572
785.0,-0.02352941176470602
804.0,0.646341463414634
811.0,0.646341463414634
1282.0,-0.03571428571428559
829.0,0.3710843373493976
846.0,0.646341463414634
860.0,0.8465608465608465
865.0,1.0
918.0,1.0
922.0,0.6588235294117647
940.0,0.7903614457831325
945.0,0.4821428571428572
947.0,1.0
960.0,0.6588235294117647
986.0,0.5396825396825398
991.0,0.6588235294117647
996.0,0.6588235294117647
999.0,-0.02352941176470602
1002.0,0.6588235294117647
1009.0,0.6588235294117647
1011.0,-0.02352941176470602
1036.0,0.4821428571428572
1047.0,0.3710843373493976
1051.0,0.8465608465608465
1054.0,-0.011627906976744207
1056.0,0.4821428571428572
1061.0,-0.02352941176470602
1084.0,0.6588235294117647
1094.0,0.6588235294117647
1097.0,0.646341463414634
1106.0,0.6588235294117647
1132.0,0.4821428571428572
1155.0,-0.011627906976744207
1162.0,0.6588235294117647
1187.0,0.7903614457831325
1188.0,0.6588235294117647
1200.0,0.6588235294117647
1211.0,-0.02352941176470602
1230.0,-0.011627906976744207
1233.0,0.4821428571428572
1252.0,-0.03571428571428559
1256.0,0.6588235294117647
1264.0,0.4821428571428572
1265.0,0.4821428571428572
1272.0,0.4821428571428572
1279.0,0.7903614457831325
1284.0,-0.02352941176470602
1314.0,0.7903614457831325
1315.0,0.4821428571428572
1327.0,1.0
1335.0,0.6588235294117647
1355.0,-0.02352941176470602
1357.0,0.3710843373493976
1365.0,0.2926829268292682
1366.0,0.4821428571428572
1378.0,-0.03571428571428559
1379.0,-0.03571428571428559
1390.0,-0.02352941176470602
1393.0,-0.02352941176470602
1404.0,1.0
1407.0,0.4821428571428572
1408.0,0.646341463414634
1412.0,0.4821428571428572
1413.0,1.0
1416.0,1.0
1425.0,-0.011627906976744207
1426.0,-0.011627906976744207
1427.0,1.0
1429.0,-0.011627906976744207
1430.0,-0.011627906976744207
