id,type_Krippendroffis_alpha
1694.0,0.6557377049180328
1834.0,0.7864406779661017
2303.0,1.0
1728.0,0.6557377049180328
1815.0,0.6557377049180328
2384.0,1.0
2188.0,1.0
525.0,0.475
517.0,1.0
1098.0,-0.016129032258064502
2397.0,-0.016129032258064502
1504.0,1.0
1047.0,1.0
1048.0,1.0
1737.0,-0.032786885245901676
248.0,-0.032786885245901676
1648.0,0.6557377049180328
2375.0,-0.016129032258064502
1695.0,0.475
2055.0,0.7864406779661017
2352.0,1.0
877.0,-0.032786885245901676
1148.0,1.0
1807.0,1.0
1137.0,-0.016129032258064502
306.0,-0.016129032258064502
1952.0,1.0
1147.0,1.0
1988.0,0.6557377049180328
445.0,-0.016129032258064502
2372.0,-0.032786885245901676
1726.0,1.0
1188.0,-0.016129032258064502
237.0,1.0
526.0,-0.032786885245901676
2381.0,0.6557377049180328
1827.0,0.6557377049180328
487.0,0.475
922.0,0.27586206896551724
2396.0,-0.016129032258064502
1579.0,0.475
2148.0,0.6379310344827587
2152.0,1.0
584.0,0.6557377049180328
670.0,1.0
1100.0,1.0
1778.0,0.6557377049180328
603.0,1.0
2041.0,-0.016129032258064502
107.0,-0.032786885245901676
2331.0,0.475
2044.0,1.0
1102.0,1.0
1211.0,1.0
2269.0,1.0
2330.0,0.475
2368.0,1.0
2172.0,1.0
2053.0,1.0
788.0,1.0
2295.0,1.0
1678.0,1.0
253.0,1.0
1344.0,-0.016129032258064502
479.0,1.0
2034.0,0.7864406779661017
665.0,1.0
2147.0,0.3593220338983051
2169.0,1.0
1672.0,1.0
1697.0,1.0
2377.0,1.0
2376.0,0.6557377049180328
618.0,1.0
2383.0,0.6557377049180328
2074.0,0.3593220338983051
492.0,0.8421052631578947
1702.0,1.0
1170.0,1.0
1150.0,1.0
2079.0,0.6557377049180328
2386.0,1.0
555.0,1.0
2297.0,1.0
2345.0,-0.016129032258064502
621.0,1.0
1955.0,1.0
1962.0,1.0
1856.0,0.6557377049180328
1287.0,1.0
285.0,1.0
1456.0,1.0
1602.0,1.0
1839.0,0.6557377049180328
613.0,1.0
2015.0,0.6379310344827587
2217.0,1.0
1144.0,1.0
1252.0,-0.016129032258064502
2009.0,0.475
775.0,1.0
2056.0,1.0
2350.0,1.0
2292.0,0.6379310344827587
1756.0,-0.016129032258064502
789.0,1.0
1868.0,0.6557377049180328
1327.0,1.0
2006.0,-0.016129032258064502
2005.0,0.6557377049180328
681.0,1.0
1325.0,1.0
2215.0,-0.016129032258064502
2219.0,1.0
45.0,1.0
1611.0,1.0
1608.0,1.0
2035.0,0.475
2338.0,0.6557377049180328
1115.0,0.475
284.0,1.0
686.0,1.0
2017.0,1.0
2157.0,0.7864406779661017
1833.0,1.0
2158.0,0.475
1136.0,1.0
1562.0,0.6557377049180328
average,0.7110217899094603
