id,type_Krippendroffis_alpha
1024.0,0.6594982078853047
1025.0,0.7912087912087913
1026.0,1.0
689.0,0.6594982078853047
1027.0,0.6594982078853047
1028.0,1.0
1029.0,1.0
1030.0,0.4836956521739131
1031.0,1.0
1032.0,-0.010638297872340496
1033.0,-0.010638297872340496
595.0,1.0
385.0,1.0
386.0,1.0
696.0,-0.021505376344086002
1034.0,-0.021505376344086002
654.0,0.6594982078853047
1035.0,-0.010638297872340496
674.0,0.4836956521739131
1036.0,0.7912087912087913
1037.0,1.0
309.0,-0.021505376344086002
1038.0,1.0
1039.0,1.0
1040.0,-0.010638297872340496
521.0,-0.010638297872340496
804.0,1.0
1041.0,1.0
819.0,0.6594982078853047
1042.0,-0.010638297872340496
1043.0,-0.021505376344086002
1044.0,1.0
542.0,-0.010638297872340496
518.0,1.0
1045.0,-0.021505376344086002
1046.0,0.6594982078853047
1047.0,0.6594982078853047
150.0,0.4836956521739131
327.0,0.19034090909090906
1048.0,-0.010638297872340496
1049.0,0.4836956521739131
897.0,0.6481481481481481
900.0,1.0
178.0,0.7912087912087913
211.0,0.6481481481481481
1017.0,1.0
715.0,0.6594982078853047
1050.0,1.0
846.0,-0.010638297872340496
35.0,0.6360153256704981
1051.0,0.4836956521739131
1052.0,1.0
1053.0,1.0
544.0,1.0
1054.0,1.0
1055.0,0.4836956521739131
1056.0,1.0
906.0,1.0
1057.0,1.0
1058.0,1.0
1059.0,1.0
666.0,1.0
1060.0,1.0
1061.0,-0.010638297872340496
1062.0,1.0
840.0,0.7912087912087913
1063.0,1.0
896.0,0.37362637362637363
1064.0,1.0
1065.0,1.0
1066.0,1.0
1067.0,1.0
1068.0,0.6594982078853047
1069.0,1.0
1070.0,0.6594982078853047
1071.0,0.37362637362637363
1072.0,0.8475120385232745
1073.0,1.0
986.0,1.0
418.0,1.0
867.0,0.6594982078853047
1074.0,1.0
1075.0,1.0
1076.0,1.0
1077.0,-0.010638297872340496
514.0,1.0
1078.0,1.0
1079.0,1.0
743.0,0.6594982078853047
1080.0,1.0
1081.0,1.0
1082.0,1.0
1083.0,1.0
1084.0,0.6594982078853047
1085.0,1.0
830.0,0.6481481481481481
927.0,1.0
1086.0,1.0
547.0,-0.010638297872340496
828.0,0.4836956521739131
265.0,0.7301136363636364
1087.0,1.0
1088.0,1.0
1089.0,0.6481481481481481
706.0,-0.010638297872340496
269.0,1.0
748.0,0.6594982078853047
556.0,1.0
1090.0,-0.010638297872340496
826.0,0.6594982078853047
220.0,0.7912087912087913
982.0,1.0
1091.0,-0.010638297872340496
929.0,1.0
1006.0,1.0
633.0,1.0
632.0,1.0
1092.0,0.4836956521739131
1093.0,0.6594982078853047
1094.0,0.4836956521739131
486.0,1.0
1095.0,1.0
1096.0,1.0
1097.0,0.7912087912087913
1098.0,1.0
1099.0,0.4836956521739131
1100.0,1.0
1101.0,0.6594982078853047
255.0,0.9119555143651529
965.0,0.6360153256704981
966.0,0.5425361155698234
164.0,0.7790697674418605
52.0,0.7912087912087913
967.0,0.8475120385232745
968.0,0.7301136363636364
969.0,0.6481481481481481
329.0,1.0
970.0,1.0
254.0,1.0
182.0,0.5581395348837209
237.0,0.37362637362637363
284.0,0.8475120385232745
971.0,0.6481481481481481
972.0,1.0
232.0,0.7301136363636364
170.0,0.8786717752234994
349.0,0.8475120385232745
973.0,1.0
288.0,1.0
229.0,0.7301136363636364
974.0,0.37362637362637363
268.0,0.37362637362637363
160.0,0.6481481481481481
975.0,1.0
976.0,1.0
977.0,0.4836956521739131
978.0,0.4836956521739131
133.0,1.0
198.0,1.0
979.0,0.7912087912087913
980.0,1.0
67.0,1.0
226.0,0.7912087912087913
981.0,0.4836956521739131
279.0,1.0
144.0,1.0
383.0,0.8983957219251337
303.0,0.8983957219251337
983.0,0.6481481481481481
984.0,0.7912087912087913
985.0,1.0
346.0,0.7790697674418605
987.0,1.0
