,type_Fleiss_kappa
1,-0.049999999999999635
2,-0.02439024390243821
4,1.0
6,0.7873417721518986
11,-0.02439024390243821
12,0.4749999999999996
13,0.65432098765432
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,1.0
35,0.65432098765432
36,1.0
41,1.0
43,-0.03703703703703835
46,0.65432098765432
47,1.0
48,1.0
53,1.0
54,1.0
69,1.0
70,0.65432098765432
71,0.65432098765432
75,0.4749999999999996
78,0.65432098765432
79,1.0
82,1.0
83,1.0
88,1.0
89,1.0
90,1.0
91,1.0
106,-0.03703703703703835
107,0.3620253164556969
109,1.0
111,1.0
113,1.0
116,1.0
119,1.0
122,1.0
123,1.0
126,1.0
127,1.0
129,0.4749999999999996
134,0.65432098765432
143,1.0
144,0.4749999999999996
149,-0.02439024390243821
151,1.0
154,-0.02439024390243821
159,-0.02439024390243821
167,1.0
168,1.0
173,1.0
174,1.0
175,0.6410256410256407
176,1.0
190,0.7873417721518986
191,0.7873417721518986
192,0.22077922077922127
193,-0.049999999999999635
206,-0.0010834236186346399
207,0.65432098765432
208,0.5324675324675331
209,0.5324675324675331
211,0.7873417721518986
213,1.0
221,1.0
222,1.0
226,-0.03703703703703835
298,0.28205128205128227
303,1.0
304,1.0
305,0.3620253164556969
311,1.0
312,1.0
317,0.4749999999999996
323,1.0
324,1.0
329,0.4749999999999996
330,0.4749999999999996
332,0.4749999999999996
335,1.0
337,0.4749999999999996
338,0.65432098765432
346,1.0
348,1.0
360,1.0
362,1.0
364,-0.02439024390243821
366,-0.02439024390243821
371,1.0
372,1.0
373,1.0
374,0.65432098765432
376,1.0
378,0.28205128205128227
380,1.0
384,1.0
385,0.7873417721518986
386,0.7873417721518986
387,1.0
388,1.0
389,-0.03703703703703835
390,-0.03703703703703835
391,-0.049999999999999635
392,-0.03703703703703835
395,1.0
396,-0.11999999999999998
398,0.28205128205128227
403,1.0
404,1.0
413,0.5324675324675331
414,0.3777777777777777
415,1.0
416,1.0
417,1.0
418,0.4749999999999996
422,-0.02439024390243821
423,1.0
430,-0.02439024390243821
431,-0.02439024390243821
436,0.4749999999999996
437,0.7873417721518986
438,1.0
439,1.0
440,1.0
441,0.7873417721518986
448,1.0
449,1.0
452,0.4749999999999996
457,1.0
458,-0.02439024390243821
459,-0.02439024390243821
460,-0.02439024390243821
461,-0.02439024390243821
469,0.4749999999999996
470,0.4749999999999996
471,1.0
472,1.0
473,1.0
474,1.0
475,1.0
