,type_Fleiss_kappa
101,1.0
102,1.0
103,1.0
104,1.0
105,1.0
106,1.0
107,1.0
108,1.0
109,-0.03703703703703835
110,1.0
111,1.0
112,-0.07692307692307698
113,1.0
114,1.0
115,0.6477987421383651
116,1.0
117,1.0
118,1.0
119,1.0
120,1.0
121,0.6477987421383651
122,-0.03703703703703835
123,0.4615384615384619
124,-0.03703703703703835
125,-0.03703703703703835
126,1.0
127,-0.03703703703703835
128,-0.03703703703703835
129,-0.056603773584904815
130,-0.03703703703703835
131,1.0
132,1.0
133,-0.056603773584904815
134,1.0
135,1.0
136,1.0
137,0.7803921568627453
138,1.0
139,0.4615384615384619
140,1.0
141,1.0
142,1.0
143,1.0
144,1.0
145,1.0
146,1.0
average,0.7293407974100924
