,sql_id,username,record_id,code
0,2149,zhengzhang,07cd3641-37d2-4d77-adc6-3145d6a1ed7b,A
1,2149,tianyi,43fe6397-5991-4649-93f7-b2799ca6bdc5,A
2,2149,zhengning,c9da76da-8852-4f87-b6f7-46fbc71c97f5,A
3,2149,toby,bb34cb0a-bb6f-43ff-8602-e9a4e7f9aafe,A
4,532,zhengzhang,083648b7-309e-494b-a65c-f23938a5529e,B
5,532,zhengzhang,083648b7-309e-494b-a65c-f23938a5529e,L
6,532,tianyi,44ed974d-1e31-4858-90d1-02ef847715a9,B
7,532,tianyi,44ed974d-1e31-4858-90d1-02ef847715a9,L
8,532,zhengning,a58284f0-43dc-4a16-b65d-0cf5a5f09e9e,C
9,532,zhengning,a58284f0-43dc-4a16-b65d-0cf5a5f09e9e,L
10,532,toby,6af39e05-6ffe-44be-bd00-6cea7df72725,C
11,532,toby,6af39e05-6ffe-44be-bd00-6cea7df72725,L
12,2094,zhengzhang,8f8b86db-8ace-4668-8794-357389deecea,I
13,2094,tianyi,0795597b-ab78-4837-8bab-46e8e2de4b04,I
14,2094,zhengning,f66a55a0-bf2e-4248-b9fa-33ff33b5ef68,I
15,2094,toby,02cb1d7d-139d-441f-a721-6ca87e9b5444,I
16,1125,zhengzhang,fe310d80-15e4-44ca-9b5a-89ccef2719e1,B
17,1125,zhengzhang,fe310d80-15e4-44ca-9b5a-89ccef2719e1,L
18,1125,tianyi,d23ee2fb-529d-4641-967f-db9c1289ca9f,B
19,1125,tianyi,d23ee2fb-529d-4641-967f-db9c1289ca9f,L
20,1125,zhengning,eb73e651-e21c-41a0-a662-dc8eba3a2e0e,D
21,1125,toby,4b4fe7a5-f641-4ae8-9527-0728fbfcaed0,I
22,2294,zhengzhang,5d1b7600-a5ef-43a0-9eb5-6f708a59deb4,C
23,2294,zhengzhang,5d1b7600-a5ef-43a0-9eb5-6f708a59deb4,L
24,2294,tianyi,ac051fc5-9af8-4107-88a3-c96ed02d4490,C
25,2294,tianyi,ac051fc5-9af8-4107-88a3-c96ed02d4490,L
26,2294,zhengning,45108a22-9004-4f3b-9383-cc0fa8fe919d,C
27,2294,zhengning,45108a22-9004-4f3b-9383-cc0fa8fe919d,M
28,2294,toby,6e5fc824-3699-4661-8e75-4cecf6c026ce,C
29,2294,toby,6e5fc824-3699-4661-8e75-4cecf6c026ce,M
